rcp,parameter,attribute,r,p,p_fdr,sig_fdr
26,max_3day,frac_snow,0.08498372200041944,0.034230304221664516,0.046860737330193136,True
26,max_3day,aridity,-0.19572295421691951,8.870110150810726e-07,2.0549757453461953e-06,True
26,max_7day,frac_high_perc,-0.03922961536312275,0.32906293215008653,0.37315663623664297,False
26,max_7day,runoff_ratio,0.21170899355765238,1.0061283019825653e-07,2.537624091699869e-07,True
26,max_7day,area,0.042233846907367735,0.2933456398471832,0.3352521598253522,False
26,max_7day,dpsbar,0.10444218967235738,0.009198998874844723,0.01391399534393057,True
26,max_7day,elev_mean,0.19211107048129344,1.416063819117993e-06,3.229508576340367e-06,True
26,max_7day,p_seasonality,-0.1852039810543493,3.3808193538352114e-06,7.413188476075496e-06,True
26,max_7day,frac_snow,0.08014729872713966,0.04588507549199776,0.061581018746796466,False
26,max_7day,aridity,-0.21389518472945235,7.369996388694657e-08,1.8820140404048202e-07,True
26,max_90day,frac_high_perc,0.017140454603948654,0.6698829406687871,0.7101036555329585,False
26,max_90day,runoff_ratio,-0.02436462542766101,0.5444948169265156,0.5881463001400337,False
26,max_90day,area,0.008672371409219837,0.8292348365422236,0.8551223289216888,False
26,max_90day,dpsbar,-0.11102542884458753,0.0056102336092525,0.00882469925633573,True
26,max_90day,elev_mean,0.035953056438597836,0.37109206404132,0.41439288285530174,False
26,max_90day,p_seasonality,-0.006189705492746347,0.8776591164343335,0.8951423657656947,False
26,max_90day,frac_snow,0.09718540403864936,0.015405405595965376,0.022312779816504306,True
26,max_90day,aridity,0.05005761207104928,0.21287564085984553,0.25258940468190244,False
26,mean_fall_rate,frac_high_perc,0.1151254806064757,0.004069945951697044,0.006501754531260177,True
26,mean_fall_rate,runoff_ratio,-0.0505878308586965,0.20806338018448053,0.2471657787806358,False
26,mean_fall_rate,area,-0.013885430760909267,0.7298367860014702,0.7618275931350719,False
26,mean_fall_rate,dpsbar,-0.11997220639021736,0.002749034227185541,0.004489650795275907,True
26,mean_fall_rate,elev_mean,-0.13540393847717316,0.000716874840460702,0.0012656548907444118,True
26,mean_fall_rate,p_seasonality,-0.09766396872601077,0.014904436828966172,0.02164843023100902,True
26,mean_fall_rate,frac_snow,-0.1639917388424004,4.021331829976196e-05,8.011369248824173e-05,True
26,mean_fall_rate,aridity,0.07235009939653352,0.07159508056518167,0.09327399809000768,False
26,mean_rise_rate,frac_high_perc,0.002529774188157523,0.9498344008805557,0.9582565778341764,False
26,mean_rise_rate,runoff_ratio,0.06915545066245575,0.08508133425573969,0.1089041078473468,False
26,mean_rise_rate,area,0.04675839964728393,0.2446258267111898,0.28693796855928794,False
26,mean_rise_rate,dpsbar,0.013568561259566639,0.7357693328408526,0.7672380823106243,False
26,mean_rise_rate,elev_mean,0.06503744718419661,0.10540981975969552,0.13244129501095486,False
26,mean_rise_rate,p_seasonality,-0.14900494811704504,0.00019413710954527337,0.0003667830261519556,True
26,mean_rise_rate,frac_snow,0.026726351522766714,0.506182167303365,0.54966122939411,False
26,mean_rise_rate,aridity,-0.07287377712341236,0.06956083059082999,0.09085496240434937,False
26,min_1day,frac_high_perc,-0.2427127196410516,8.896386925561637e-10,2.6952367490458923e-09,True
26,min_1day,runoff_ratio,0.5101890059459336,1.863122199083362e-42,5.299547588503785e-41,True
26,min_1day,area,-0.11470934596543991,0.0042066343692867166,0.006709647342912146,True
26,min_1day,dpsbar,0.36656420313905097,3.481992566545807e-21,2.2856156334249397e-20,True
26,min_1day,elev_mean,0.3532691751119698,1.0848977698153257e-19,6.3482018073765345e-19,True
